# tracer: function_graph
#
# entries-in-buffer/entries-written: 15876/15876   #P:6
#
#                                      _-----=> irqs-off
#                                     / _----=> need-resched
#                                    | / _---=> hardirq/softirq
#                                    || / _--=> preempt-depth
#                                    ||| /     delay
#           TASK-PID    TGID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |        |      |   ||||       |         |
          <idle>-0     (-----) [000] d..1   875.827399: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   875.827409: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   875.835625: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   875.835625: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   875.835628: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.835631: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   875.835635: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   875.835639: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   875.835640: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.835643: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   875.835645: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   875.835660: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   875.835662: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   875.835672: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   875.843379: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   875.843384: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   875.843411: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   875.843417: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   875.843461: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   875.843471: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   875.843527: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   875.843530: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   875.843588: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   875.843591: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   875.843775: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   875.843785: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   875.843802: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   875.843813: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   875.845465: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   875.845465: graph_ent: func=gic_handle_irq
           <...>-22153 (-----) [003] d..1   875.845467: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.845471: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   875.845475: graph_ent: func=generic_handle_irq
           <...>-22153 (-----) [003] d.h1   875.845475: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   875.845479: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.845483: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   875.845486: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   875.845503: graph_ret: func=gic_handle_irq
           <...>-22153 (-----) [003] d.h1   875.845508: graph_ret: func=generic_handle_irq
           <...>-22153 (-----) [003] d..1   875.845513: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   875.855305: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   875.855307: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.855311: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   875.855317: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.855325: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   875.855338: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d..1   875.855346: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   875.855412: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   875.859781: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   875.859787: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   875.859813: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   875.859819: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   875.859866: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   875.859877: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   875.859935: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   875.859938: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   875.859997: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   875.860001: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   875.860177: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   875.860187: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   875.860204: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   875.860214: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   875.865145: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   875.865145: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   875.865148: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.865151: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   875.865155: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   875.865159: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   875.865160: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.865163: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   875.865166: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   875.865177: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   875.865183: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   875.865195: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   875.874984: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   875.874984: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.874989: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   875.874990: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   875.875000: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.875001: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   875.875006: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   875.875019: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   875.876183: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   875.876189: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   875.876214: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   875.876220: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   875.876265: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   875.876275: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   875.876332: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   875.876336: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   875.876392: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   875.876395: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   875.876575: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   875.876585: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   875.876602: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   875.876613: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   875.884825: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   875.884825: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   875.884827: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [005] d..1   875.884827: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.884831: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   875.884835: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [005] d.h1   875.884838: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   875.884838: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   875.884840: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.884843: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   875.884846: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [005] d.h1   875.884860: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   875.884860: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d..1   875.884862: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [005] dN.1   875.884895: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   875.884948: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   875.892585: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   875.892591: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   875.892617: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   875.892623: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   875.892668: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   875.892678: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   875.892733: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   875.892737: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   875.892796: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   875.892800: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   875.892978: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   875.892988: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   875.893005: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   875.893015: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   875.894665: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   875.894665: graph_ent: func=gic_handle_irq
           <...>-22156 (-----) [003] d...   875.894668: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.894671: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   875.894674: graph_ent: func=generic_handle_irq
           <...>-22156 (-----) [003] d.h.   875.894676: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   875.894679: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.894683: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   875.894684: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   875.894696: graph_ret: func=gic_handle_irq
           <...>-22156 (-----) [003] d.h.   875.894706: graph_ret: func=generic_handle_irq
           <...>-22156 (-----) [003] d...   875.894715: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   875.904505: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   875.904507: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.904511: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   875.904516: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.904525: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   875.904538: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] dN.1   875.904545: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   875.904546: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   875.908988: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   875.908993: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   875.909020: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   875.909025: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   875.909072: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   875.909084: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   875.909139: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   875.909143: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   875.909199: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   875.909202: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   875.909377: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   875.909388: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   875.909405: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   875.909415: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   875.914345: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   875.914345: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   875.914348: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.914351: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   875.914354: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   875.914359: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   875.914359: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   875.914365: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.914366: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d..1   875.914385: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] d.h1   875.914387: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   875.914464: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   875.924184: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   875.924184: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.924188: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   875.924189: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   875.924201: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.924201: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d..1   875.924209: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   875.924214: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   875.925390: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] d.h1   875.925396: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [000] dNh1   875.925422: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [000] dN.1   875.925428: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   875.925473: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   875.925483: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   875.925538: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   875.925541: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   875.925599: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] dN.1   875.925603: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   875.925782: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [001] dN.1   875.925792: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [000] d..1   875.925809: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [000] dN.1   875.925819: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [001] d..1   875.934025: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d..1   875.934025: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [003] d..1   875.934028: graph_ent: func=gic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.934031: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   875.934035: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [001] d.h1   875.934040: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [003] d.h1   875.934040: graph_ent: func=generic_handle_irq
          <idle>-0     (-----) [002] d.h1   875.934043: graph_ret: func=generic_handle_irq
          <idle>-0     (-----) [001] d..1   875.934048: graph_ret: func=gic_handle_irq
          <idle>-0     (-----) [002] dN.1   875.934063: graph_ret: func=gic_handle_irq
